sentence,compound,pos,neu,neg,transcript_id
Which was exciting  a little bit disappointing but [laughter] still it was still a really fun project that we worked on.,0.8841,0.373,0.562,0.065,pp25
Um  and then also done internships with  um my most recent one was with NASA Glenn Research Center  um and I worked on two projects for that.,0.0,0.0,1.0,0.0,pp25
Um  one was a Venus rover conceptual design.,0.0,0.0,1.0,0.0,pp25
Um  which was where we were trying to basically just figure out what the fees-ability would be for a small low cost rover on Venus  um that would be able to fit within the budget of a discovery class mission.,0.1027,0.059,0.892,0.049,pp25
Um  and then  so that one was mostly  um there was a lot of research  a lot of um  pulling the other information from different areas  kind of because it's not really a thing that people have looked at very closely before.,0.0,0.0,1.0,0.0,pp25
There's not a lot of information on the topic of how things perform in uh 450 degrees C in 90 atmospheres of pressure.,-0.296,0.0,0.909,0.091,pp25
It's kind of a specific thing.,0.0,0.0,1.0,0.0,pp25
Mmm hmm Um  so it was um a lot of just like trying to figure out  like what would work  what wouldn't work.,0.6124,0.192,0.808,0.0,pp25
Um  a lot of flexibility in the designs since it was in early stages  um and a lot of  um there's some  some mat lab you know and analysis and um coding involved with that to.,0.34,0.064,0.936,0.0,pp25
Um  then the second project that we worked on for that internship was um an autonomous navigation system for small payloads um and that was an intern team project.,0.0,0.0,1.0,0.0,pp25
There was totally designed and run by me and a group of seven other interns.,0.0,0.0,1.0,0.0,pp25
Um  so that was outside of work hours.,0.0,0.0,1.0,0.0,pp25
We were putting together  um it was uh steerable [inaudible] parachute.,0.0,0.0,1.0,0.0,pp25
Mmm hmm Um  attached to a payload of about two or three pounds  um and I was in charge of testing and designing the  the parachute for that  um so that was  that was the second main project that we worked on.,0.0,0.0,1.0,0.0,pp25
That's great.,0.6249,0.804,0.196,0.0,pp25
Alright.,0.25,1.0,0.0,0.0,pp25
You think you're a leader?,0.0,0.0,1.0,0.0,pp25
Tell me why.,0.0,0.0,1.0,0.0,pp25
Um  yes I do think I'm a leader.,0.4019,0.278,0.722,0.0,pp25
Good.,0.4404,1.0,0.0,0.0,pp25
Um  and I think that I've shown that through my work on my projects.,0.0,0.0,1.0,0.0,pp25
Um  being willing to  to make decisions  take chances with something um that may or may not work  but it's wi ...  it's important to be able to try things to figure out if that's gonna be the case or not.,0.3818,0.085,0.915,0.0,pp25
Mmm hmm Um and I think that  uh especially like in the  the Venus rover and um also with the dropson project  um since those were two projects where there weren't a lot of uh specific design constraints imposed on us from the start  Mmm hmm It was really important to just  um to just take an idea and run with it.,0.5553,0.075,0.905,0.02,pp25
Run the equations  um drop it off a building  in the case of the dropson  [laughter] um and just see what happened  um.,0.2732,0.122,0.798,0.08,pp25
Ok.,0.0,0.0,1.0,0.0,pp25
So that was something that I got to be pretty comfortable with doing.,0.7579,0.371,0.629,0.0,pp25
Great.,0.6249,1.0,0.0,0.0,pp25
Do you consider yourself a team player?,0.0,0.0,1.0,0.0,pp25
Can you give me an example where you had a conflict in your team and you had to resolve it?,0.0772,0.114,0.786,0.1,pp25
Uh  yes and yes.,0.6597,0.73,0.27,0.0,pp25
[laughter] Um  I need a  so especially with the intern team project  when there were eight of us involved in this team  um and that was a kind of unique experience in that there was really no like hierarchy of um control or anything it was just eight interns and we were all on equal footing.,0.2743,0.075,0.885,0.04,pp25
All had pretty equal experience and backgrounds  um so there wasn't really anyone who was specifically in charge of that project  um and that involved a lot of give and take.,0.4939,0.096,0.904,0.0,pp25
Um and so  I think one of the biggest uh conflicts we faced as a team was when we were just deciding  at the very beginning what our project was going to be.,-0.3818,0.0,0.925,0.075,pp25
Mmm hmm Um and this was going to be something that was gonna uh be a pretty significant part of the next ten weeks of our summer.,0.6124,0.167,0.833,0.0,pp25
So it was pretty important for us to choose something that was gonna  was gonna go well.,0.7479,0.345,0.655,0.0,pp25
Um  so the it ended up being a uh fairly difficult decision between the uh a design project for uh a small re-entry vehicle versus the autonomous navigation system that we did.,-0.3612,0.0,0.925,0.075,pp25
Um  and how we handled it um was we just kind of  we all came together and had um a round table sort of a discussion.,0.0,0.0,1.0,0.0,pp25
Um  we implemented hand raising uh rules Mmm hmm and um so as to make sure that people had equal talking time.,0.6705,0.216,0.784,0.0,pp25
Um  and then we  after we had talked for several hours  um making sure that most of the important things that needed to be said would get said  Mmm hmm Um we  we just voted on it um with secret ballet  wrote down what our decision  what decision we wanted  um we counted up the votes and then we just went with that decision.,0.5209,0.066,0.934,0.0,pp25
Um and I think that um  for me and for the other interns on the team as well  it was really important that everyone recognize that whatever the outcome of the vote was  was that's what we were gonna do um and we would all get on board with that project right away.,0.4927,0.076,0.924,0.0,pp25
Um and that's what happened  um and there wasn't any like uh  real I don't know bitterness or resentment about doing the project that we did.,-0.4122,0.075,0.76,0.166,pp25
I think it pretty well.,0.6486,0.639,0.361,0.0,pp25
That's great.,0.6249,0.804,0.196,0.0,pp25
Ok.,0.0,0.0,1.0,0.0,pp25
If you were given an option to change one thing about yourself  what would it be?,0.0,0.0,1.0,0.0,pp25
Um I would make it so that I was more organized.,0.0,0.0,1.0,0.0,pp25
I often struggle to meet deadlines  when I have a lot of them piled together.,-0.3182,0.0,0.859,0.141,pp25
Not because the work is hard  but because I just forget that the deadlines are coming.,-0.3716,0.0,0.798,0.202,pp25
Mmm Hmm Um  so I think that that's something that I could really work on um and I have been working on that [laughter] um by keeping notebooks and writing down uh schedules of important dates  um asking friends to help me out if I know that there's something we're working on together and it's at the deadline or just an assignment that we both have and there's a deadline.,0.8689,0.141,0.859,0.0,pp25
Asking for a reminder um from my more talented friends  um and keeping my Google calendar up to date as well has been helping with that.,0.8826,0.339,0.661,0.0,pp25
Great and why do you think you should get the job?,0.6249,0.291,0.709,0.0,pp25
Um I think I should get this job because I am uh I am well qualified for it.,0.2732,0.11,0.89,0.0,pp25
I've done projects that are um  they are in the same type of area and I think that my experiences from them will really carry over so I can contribute to this job.,0.0,0.0,1.0,0.0,pp25
Um and uh I think that I can also  um I mean I've also shown that I'm  I am a team player and a leader so I think that as well as my technical expertise  I think that uh my personality fits in well with this job and I really like the environment as well that I've seen.,0.796,0.144,0.856,0.0,pp25
Um um um  employees it seems like there's a lot of enthusiasm for work Intrviewer: Mmm Hmm um and I think that I would fit in well with that.,0.8402,0.286,0.714,0.0,pp25
How are you doing today?,0.0,0.0,1.0,0.0,pp27
I'm doing well  thank you.,0.5574,0.605,0.395,0.0,pp27
Good.,0.4404,1.0,0.0,0.0,pp27
Tell me more about your background.,0.0,0.0,1.0,0.0,pp27
Um so I'm a jun--wait...sorry  I don't-- I'm sorry i just  uh I'm just confused about  like  are we--are we going like the same thing last time or do I need to introduce myself again?,0.4445,0.157,0.784,0.058,pp27
...like... Yea  yea  introduce yourself again.,0.3612,0.333,0.667,0.0,pp27
You don't have to worry about... Okay  okay  I got confused 'cause you said tell me more.,0.4416,0.289,0.604,0.107,pp27
No  I know  I know  I know.,-0.296,0.0,0.732,0.268,pp27
I don't know why it's worded like that.,0.3612,0.263,0.737,0.0,pp27
Okay  sorry  okay  I was like wait..Am I supposed to...okay  sorry.,0.5719,0.423,0.403,0.174,pp27
Um so I am a junior at MIT studying chemistry and biology.,0.0,0.0,1.0,0.0,pp27
I'm primarily interested in how small molecules interact with biological systems such as um the effects of drugs or uh toxins or other uh metabolites on the body and its cells.,0.4019,0.083,0.917,0.0,pp27
MMmm-hmmm.,0.0,0.0,1.0,0.0,pp27
I've done research since uh like coming to MIT at in the lab of professor [sounds like] Jonessiben in chemistry and biological engineering.,0.6124,0.192,0.808,0.0,pp27
I've been looking at the mechanism of a drug that is currently in phase two clinical trials... Oh  wow.,0.5859,0.174,0.826,0.0,pp27
...um for treatment of HIV.,0.0,0.0,1.0,0.0,pp27
Umm in addition I have also done organic synthesis to develop um spacers for drug delivery um at the Curie Institute in Paris.,0.0,0.0,1.0,0.0,pp27
Okay  Do you think you're a leader?,0.2263,0.241,0.759,0.0,pp27
Tell me why.,0.0,0.0,1.0,0.0,pp27
I think I am a leader.,0.0,0.0,1.0,0.0,pp27
I've done work in my dorm house government as dining chair and environmental chair to take a leadership role um and help residents to um express their concerns with the dining plan   Mmm-hmmm Um and to make changes to help make the residential experience um better for them.,0.8074,0.156,0.844,0.0,pp27
Do you consider yourself a team player?,0.0,0.0,1.0,0.0,pp27
Can you give me an example where there was a conflict in your team and you had to resolve it?,0.0772,0.114,0.786,0.1,pp27
I definitely consider myself a team player.,0.4019,0.31,0.69,0.0,pp27
